person_age;person_income;person_home_ownership;person_emp_length;loan_intent;loan_grade;loan_amnt;loan_int_rate;loan_percent_income;cb_person_default_on_file;loan_status
-0.9081991793240753;-0.10992757622454032;0.31920500876340546;29.148398068710065;0.20062126110981923;0.5981698724577053;4.023892943316766;1.6283865037379697;3.947958753255666;0.38322090220141614;1
-1.0663723809860437;-0.8661193488940357;0.07274815126348386;0.06237257967049564;0.1743841206047894;0.1638907399893614;-1.3594617148862718;0.043137467778715806;-0.656234354080631;0.18429819298565667;0
-0.43367957433817017;-0.8661193488940357;0.1230129949347669;-0.9235943860596593;0.26523225587325333;0.21055188302550182;-0.6469588924770463;0.605121244870828;3.7600325039766336;0.18429819298565667;1
-0.5918527760001385;-0.18034219473222612;0.31920500876340546;0.8018478039681118;0.26523225587325333;0.21055188302550182;4.023892943316766;1.0599058043673355;3.572106254697602;0.38322090220141614;1
-1.0663723809860437;-0.8615270911652737;0.07274815126348386;-0.6771026446271206;0.14802683794733001;0.09842502550289253;-1.1219607740831967;-1.256246987925591;0.7532125155121131;0.18429819298565667;1
-0.27550637267620176;0.1671386400774408;0.31920500876340546;0.8018478039681118;0.1743841206047894;0.1638907399893614;4.023892943316766;0.4589404936040937;2.6324750083024386;0.18429819298565667;1
-0.5918527760001385;0.25745304207642916;0.31920500876340546;0.8018478039681118;0.20062126110981923;0.09842502550289253;4.023892943316766;-0.684517827415696;2.3505856343838896;0.18429819298565667;1
-1.0663723809860437;-0.8599963385890196;0.07274815126348386;0.30886432110303436;0.14802683794733001;0.5981698724577053;-1.2644613385650418;1.2125834779125917;-0.0924556062435334;0.18429819298565667;1
-0.9081991793240753;0.2880680936015099;0.31920500876340546;0.30886432110303436;0.14802683794733001;0.1638907399893614;4.023892943316766;-0.20699403994436366;2.2566225097443735;0.18429819298565667;1
-1.0663723809860437;-0.8599963385890196;0.07274815126348386;-0.6771026446271206;0.25815180834792356;0.09842502550289253;-0.8052928530124297;-0.7722262781757365;2.6324750083024386;0.18429819298565667;1
-0.750025977662107;0.4411433512269139;0.31920500876340546;-0.6771026446271206;0.14802683794733001;0.09842502550289253;4.023892943316766;-1.0093639413417725;1.8807700111863084;0.18429819298565667;1
-0.27550637267620176;0.6425903902619454;0.31920500876340546;-0.1841191617620431;0.1743841206047894;0.6384672533958501;4.023892943316766;2.3982717937427718;1.4109543879887272;0.18429819298565667;1
-0.750025977662107;0.7472938664777218;0.31920500876340546;-0.6771026446271206;0.1743841206047894;0.09842502550289253;4.023892943316766;-1.0093639413417725;1.2230281387096944;0.18429819298565667;0
-0.750025977662107;6.640691285055774;0.1230129949347669;0.5553560625355731;0.2914181593310387;0.1638907399893614;3.232223140639849;-0.11603712804506182;-1.0320868526386962;0.18429819298565667;0
-0.750025977662107;0.39691990929893467;0.31920500876340546;0.5553560625355731;0.26523225587325333;0.7107217360985257;4.023892943316766;3.002485565645274;1.4109543879887272;0.18429819298565667;1
